Date,Open,High,Low,Close
07/09/2019,"97.38","97.59","97.36","97.49"
07/08/2019,"97.23","97.42","97.16","97.38"
07/05/2019,"96.72","97.44","96.72","97.29"
07/04/2019,"96.71","96.81","96.66","96.77"
07/03/2019,"96.73","96.87","96.59","96.77"
07/02/2019,"96.81","96.88","96.60","96.73"
07/01/2019,"96.25","96.87","96.25","96.84"
06/28/2019,"96.19","96.30","96.02","96.13"
06/27/2019,"96.18","96.21","96.18","96.21"
06/26/2019,"96.18","96.34","96.07","96.21"
06/25/2019,"96.00","96.36","95.84","96.14"
06/24/2019,"96.18","96.20","95.97","95.98"
06/21/2019,"96.62","96.71","96.09","96.22"
06/20/2019,"97.18","97.20","96.57","96.63"
06/19/2019,"97.63","97.68","97.09","97.12"
06/18/2019,"97.53","97.77","97.37","97.64"
06/17/2019,"97.52","97.60","97.34","97.56"
06/14/2019,"97.01","97.58","96.94","97.57"
06/13/2019,"96.96","97.08","96.87","97.01"
06/12/2019,"96.71","97.02","96.58","97.00"
06/11/2019,"96.75","96.88","96.64","96.69"
06/10/2019,"96.65","96.94","96.63","96.76"
06/07/2019,"97.01","97.18","96.46","96.54"
06/06/2019,"97.29","97.35","96.78","97.04"
06/05/2019,"97.12","97.37","96.75","97.32"
06/04/2019,"97.21","97.34","97.00","97.07"
06/03/2019,"97.64","97.80","97.11","97.14"
05/31/2019,"98.15","98.17","97.61","97.75"
05/30/2019,"98.13","98.28","98.09","98.14"
05/29/2019,"97.93","98.21","97.86","98.14"
05/28/2019,"97.74","97.98","97.70","97.95"
05/27/2019,"97.57","97.79","97.55","97.61"
05/24/2019,"97.83","97.91","97.55","97.61"
05/23/2019,"98.06","98.37","97.81","97.86"
05/22/2019,"98.02","98.12","97.89","98.04"
05/21/2019,"97.92","98.13","97.82","98.06"
05/20/2019,"97.96","98.04","97.88","97.93"
05/17/2019,"97.83","98.03","97.77","98.00"
05/16/2019,"97.54","97.88","97.44","97.86"
05/15/2019,"97.53","97.70","97.44","97.57"
05/14/2019,"97.32","97.56","97.27","97.53"
05/13/2019,"97.30","97.38","97.03","97.32"
05/10/2019,"97.43","97.45","97.13","97.33"
05/09/2019,"97.58","97.70","97.24","97.37"
05/08/2019,"97.57","97.68","97.42","97.62"
