<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.01.11	06:00:00	1291.26	1292.87	1291.07	1292.76	38145	19072500	20
2019.01.11	07:00:00	1292.76	1294.24	1292.50	1293.89	54522	27261000	20
2019.01.11	08:00:00	1293.91	1294.37	1291.64	1293.08	60204	30102000	20
2019.01.11	09:00:00	1293.06	1294.52	1292.83	1293.56	69933	34966500	20
2019.01.11	10:00:00	1293.58	1295.08	1292.08	1292.87	74889	37444500	20
2019.01.11	11:00:00	1292.87	1293.52	1291.98	1292.21	63777	31888500	20
2019.01.11	12:00:00	1292.19	1293.54	1292.00	1293.11	58611	29305500	20
2019.01.11	13:00:00	1293.11	1293.13	1291.13	1291.43	59250	29625000	20
2019.01.11	14:00:00	1291.43	1293.47	1291.28	1291.97	59901	29950500	20
2019.01.11	15:00:00	1291.99	1293.13	1291.09	1292.32	102297	51148500	20
2019.01.11	16:00:00	1292.34	1292.45	1286.92	1288.49	140534	70267000	20
2019.01.11	17:00:00	1288.49	1291.10	1288.30	1290.21	114618	57309000	20
2019.01.11	18:00:00	1290.22	1290.41	1288.98	1289.38	82641	41320500	20
2019.01.11	19:00:00	1289.38	1290.87	1289.22	1290.08	58803	29401500	20
2019.01.11	20:00:00	1290.08	1290.25	1288.13	1288.46	49213	24606500	20
2019.01.11	21:00:00	1288.46	1288.82	1287.70	1288.02	30942	15471000	20
2019.01.11	22:00:00	1288.01	1288.45	1287.11	1288.26	35930	17965000	20
2019.01.11	23:00:00	1288.26	1288.37	1287.00	1287.50	13440	6720000	27
2019.01.14	00:00:00	1287.25	1295.80	1287.05	1291.26	257144	0	0
2019.01.14	01:00:00	1287.25	1288.54	1287.10	1288.00	6772	3386000	30
2019.01.14	02:00:00	1288.00	1289.62	1287.82	1289.01	9050	4525000	25
2019.01.14	03:00:00	1289.01	1292.64	1288.75	1292.27	20738	10369000	25
2019.01.14	04:00:00	1292.27	1292.47	1290.14	1290.15	15669	7834500	25
2019.01.14	05:00:00	1290.15	1291.48	1290.13	1290.88	13450	6725000	20
2019.01.14	06:00:00	1290.88	1291.26	1290.13	1290.46	7920	3960000	20
2019.01.14	07:00:00	1290.44	1292.11	1290.15	1291.76	10567	5283500	20
2019.01.14	08:00:00	1291.76	1292.52	1290.45	1291.27	15460	7730000	20
2019.01.14	09:00:00	1291.27	1293.44	1290.19	1293.12	26185	13092500	20
2019.01.14	10:00:00	1293.12	1294.11	1291.97	1293.68	22218	11109000	20
2019.01.14	11:00:00	1293.68	1294.52	1293.07	1293.68	19410	9705000	20
2019.01.14	12:00:00	1293.68	1295.55	1293.51	1295.12	20009	10004500	20
2019.01.14	13:00:00	1295.12	1295.80	1294.11	1295.60	22847	11423500	20
2019.01.14	14:00:00	1295.60	1295.60	1293.28	1295.23	24293	12146500	20
2019.01.14	15:00:00	1295.23	1295.67	1288.39	1289.77	33330	16665000	20
2019.01.14	16:00:00	1289.77	1293.07	1289.45	1292.11	34333	17166500	20
2019.01.14	17:00:00	1292.11	1292.84	1289.90	1290.44	34849	17424500	20
2019.01.14	18:00:00	1290.42	1290.76	1289.28	1290.57	28544	14272000	20
2019.01.14	19:00:00	1290.57	1292.06	1290.10	1291.67	16757	8378500	20
2019.01.14	20:00:00	1291.65	1291.99	1290.62	1291.58	15661	7830500	20
2019.01.14	21:00:00	1291.56	1292.30	1291.04	1291.88	13533	6766500	20
2019.01.14	22:00:00	1291.88	1291.91	1290.99	1291.48	9805	4902500	20
2019.01.14	23:00:00	1291.48	1291.91	1291.24	1291.26	4117	2058500	30
2019.01.15	00:00:00	1291.87	1294.65	1286.67	1289.08	304112	0	0
2019.01.15	01:00:00	1291.88	1292.51	1291.31	1291.45	6079	3039500	30
2019.01.15	02:00:00	1291.45	1291.67	1290.32	1291.16	13035	6517500	25
2019.01.15	03:00:00	1291.16	1293.30	1290.86	1292.96	21284	10642000	25
2019.01.15	04:00:00	1292.96	1293.33	1291.97	1292.53	17048	8524000	25
2019.01.15	05:00:00	1292.51	1292.64	1291.16	1291.30	14498	7249000	20
2019.01.15	06:00:00	1291.30	1291.55	1291.01	1291.18	9201	4600500	20
2019.01.15	07:00:00	1291.18	1291.50	1290.10	1291.24	16411	8205500	20
2019.01.15	08:00:00	1291.22	1291.24	1289.81	1290.66	15514	7757000	20
2019.01.15	09:00:00	1290.66	1291.21	1289.32	1289.58	19211	9605500	20
2019.01.15	10:00:00	1289.58	1289.75	1287.77	1288.84	26994	13497000	20
2019.01.15	11:00:00	1288.86	1289.46	1287.49	1288.67	24216	12108000	20
2019.01.15	12:00:00	1288.67	1289.49	1288.36	1288.99	20333	10166500	20
2019.01.15	13:00:00	1288.99	1291.21	1288.85	1291.12	18386	9193000	20
2019.01.15	14:00:00	1291.12	1292.03	1290.39	1290.78	22693	11346500	20
2019.01.15	15:00:00	1290.78	1293.28	1288.15	1292.96	34982	17491000	20
2019.01.15	16:00:00	1292.94	1294.56	1292.01	1294.37	37519	18759500	20
2019.01.15	17:00:00	1294.37	1294.65	1290.58	1291.13	41165	20582500	20
2019.01.15	18:00:00	1291.11	1291.13	1287.63	1287.87	38056	19028000	20
2019.01.15	19:00:00	1287.87	1289.06	1286.69	1287.93	27017	13508500	20
2019.01.15	20:00:00	1287.93	1288.61	1287.03	1288.57	22642	11321000	20
2019.01.15	21:00:00	1288.57	1290.48	1288.32	1290.29	27571	13785500	20
2019.01.15	22:00:00	1290.29	1290.78	1288.84	1288.96	19994	9997000	20
2019.01.15	23:00:00	1288.97	1289.39	1288.83	1289.08	4898	2449000	30
2019.01.16	00:00:00	1289.35	1294.96	1287.83	1293.23	240265	0	0
2019.01.16	01:00:00	1289.35	1289.75	1289.08	1289.56	5061	2530500	26
2019.01.16	02:00:00	1289.56	1290.82	1289.43	1290.62	11651	5825500	25
2019.01.16	03:00:00	1290.62	1291.11	1289.00	1289.10	17645	8822500	25
2019.01.16	04:00:00	1289.11	1290.09	1288.99	1289.46	13085	6542500	25
2019.01.16	05:00:00	1289.46	1289.51	1288.27	1288.76	12348	6174000	20
2019.01.16	06:00:00	1288.77	1289.76	1288.74	1289.56	9507	4753500	20
2019.01.16	07:00:00	1289.56	1291.90	1289.47	1291.58	13393	6696500	20
2019.01.16	08:00:00	1291.60	1292.68	1290.81	1290.91	15756	7878000	20
2019.01.16	09:00:00	1290.90	1292.01	1289.32	1289.67	22941	11470500	20
2019.01.16	10:00:00	1289.66	1291.64	1289.62	1290.74	22841	11420500	20
2019.01.16	11:00:00	1290.74	1290.76	1289.36	1289.80	16568	8284000	20
2019.01.16	12:00:00	1289.78	1290.24	1289.09	1289.35	15666	7833000	20
2019.01.16	13:00:00	1289.35	1289.56	1288.33	1288.68	16075	8037500	20
2019.01.16	14:00:00	1288.68	1289.59	1287.83	1288.79	20507	10253500	20
2019.01.16	15:00:00	1288.79	1290.79	1288.78	1290.11	22931	11465500	20
2019.01.16	16:00:00	1290.11	1292.49	1290.10	1292.46	30045	15022500	20
2019.01.16	17:00:00	1292.46	1294.94	1292.16	1292.93	34723	17361500	20
2019.01.16	18:00:00	1292.91	1294.90	1292.84	1294.63	26178	13089000	20
2019.01.16	19:00:00	1294.61	1294.92	1293.33	1293.74	18442	9221000	20
2019.01.16	20:00:00	1293.72	1294.05	1292.73	1293.35	15663	7831500	20
2019.01.16	21:00:00	1293.37	1293.81	1292.15	1293.15	16222	8111000	20
2019.01.16	22:00:00	1293.15	1293.67	1292.41	1293.03	15582	7791000	20
2019.01.16	23:00:00	1293.03	1293.69	1292.91	1293.23	5077	2538500	30
2019.01.17	00:00:00	1293.90	1295.29	1288.67	1291.78	246905	0	0
2019.01.17	01:00:00	1293.91	1294.07	1292.79	1292.85	6405	3202500	30
2019.01.17	02:00:00	1292.85	1293.93	1292.81	1293.92	9997	4998500	25
2019.01.17	03:00:00	1293.92	1294.92	1293.88	1294.71	15730	7865000	25
2019.01.17	04:00:00	1294.71	1295.29	1293.17	1293.29	14397	7198500	25
2019.01.17	05:00:00	1293.29	1293.40	1291.90	1292.42	12892	6446000	20
2019.01.17	06:00:00	1292.44	1292.52	1291.29	1291.46	11566	5783000	20
2019.01.17	07:00:00	1291.46	1292.61	1291.28	1292.60	9945	4972500	20
2019.01.17	08:00:00	1292.60	1293.10	1291.94	1292.56	12251	6125500	20
2019.01.17	09:00:00	1292.56	1292.86	1291.24	1292.84	22585	11292500	20
2019.01.17	10:00:00	1292.84	1294.92	1292.18	1293.94	22565	11282500	20
2019.01.17	11:00:00	1293.92	1294.63	1293.43	1294.05	14629	7314500	20
2019.01.17	12:00:00	1294.05	1294.39	1293.64	1294.19	14453	7226500	20
2019.01.17	13:00:00	1294.17	1294.93	1293.77	1294.01	15302	7651000	20
2019.01.17	14:00:00	1294.01	1294.46	1293.53	1293.78	14001	7000500	20
2019.01.17	15:00:00	1293.78	1293.98	1289.58	1291.48	33721	16860500	20
2019.01.17	16:00:00	1291.50	1292.12	1289.85	1290.63	34702	17351000	20
2019.01.17	17:00:00	1290.63	1291.42	1288.67	1290.36	35673	17836500	20
2019.01.17	18:00:00	1290.33	1292.41	1290.31	1291.49	25890	12945000	20
2019.01.17	19:00:00	1291.51	1292.17	1291.07	1291.92	14137	7068500	20
2019.01.17	20:00:00	1291.93	1293.03	1291.73	1292.21	16403	8201500	20
2019.01.17	21:00:00	1292.23	1293.21	1289.47	1290.73	24011	12005500	20
2019.01.17	22:00:00	1290.72	1292.42	1290.58	1291.72	21148	10574000	20
2019.01.17	23:00:00	1291.71	1292.15	1291.60	1291.78	4867	2433500	30
2019.01.18	00:00:00	1292.10	1292.45	1280.56	1281.49	234017	0	0
2019.01.18	01:00:00	1292.10	1292.44	1291.73	1292.22	4517	2258500	30
2019.01.18	02:00:00	1292.23	1292.39	1290.44	1291.02	11586	5793000	25
2019.01.18	03:00:00	1291.04	1291.90	1290.42	1290.77	15873	7936500	25
2019.01.18	04:00:00	1290.77	1291.72	1290.26	1291.28	11469	5734500	25
2019.01.18	05:00:00	1291.28	1292.33	1291.25	1291.66	9804	4902000	20
2019.01.18	06:00:00	1291.67	1292.07	1291.50	1291.87	7164	3582000	20
2019.01.18	07:00:00	1291.89	1291.98	1290.76	1291.06	7732	3866000	20
2019.01.18	08:00:00	1291.08	1292.17	1290.77	1292.00	11968	5984000	20
2019.01.18	09:00:00	1292.00	1292.11	1289.83	1290.05	16854	8427000	20
2019.01.18	10:00:00	1290.05	1290.16	1287.69	1288.58	21807	10903500	20
2019.01.18	11:00:00	1288.56	1288.70	1283.60	1285.04	24218	12109000	20
2019.01.18	12:00:00	1285.04	1285.92	1284.91	1285.87	16781	8390500	20
2019.01.18	13:00:00	1285.89	1286.07	1284.72	1284.76	12558	6279000	20
2019.01.18	14:00:00	1284.76	1286.42	1284.54	1285.78	18016	9008000	20
2019.01.18	15:00:00	1285.78	1285.83	1281.17	1283.18	32244	16122000	20
2019.01.18	16:00:00	1283.19	1283.75	1281.73	1283.06	33787	16893500	20
2019.01.18	17:00:00	1283.06	1285.33	1282.21	1283.28	39278	19639000	20
2019.01.18	18:00:00	1283.26	1284.41	1281.87	1282.41	27549	13774500	20
2019.01.18	19:00:00	1282.41	1283.29	1282.19	1282.43	17077	8538500	20
2019.01.18	20:00:00	1282.43	1283.44	1282.21	1282.33	15816	7908000	20
2019.01.18	21:00:00	1282.33	1282.96	1281.92	1282.01	12071	6035500	20
2019.01.18	22:00:00	1281.99	1282.22	1280.56	1280.57	12781	6390500	20
2019.01.18	23:00:00	1280.57	1281.60	1280.56	1281.49	5441	2720500	27
2019.01.21	00:00:00	1281.44	1283.46	1276.71	1280.09	119951	0	0
2019.01.21	01:00:00	1281.15	1283.20	1281.13	1282.52	6144	3072000	30
2019.01.21	02:00:00	1282.53	1283.46	1282.49	1283.35	9183	4591500	25
2019.01.21	03:00:00	1283.37	1283.46	1282.26	1282.79	14282	7141000	25
2019.01.21	04:00:00	1282.79	1283.16	1282.47	1282.67	9475	4737500	25
2019.01.21	05:00:00	1282.68	1282.84	1281.50	1281.74	9201	4600500	20
2019.01.21	06:00:00	1281.74	1282.08	1281.19	1281.32	7599	3799500	20
2019.01.21	07:00:00	1281.32	1281.62	1281.00	1281.44	8841	4420500	20
2019.01.21	08:00:00	1281.44	1283.08	1281.34	1282.90	10052	5026000	20
2019.01.21	09:00:00	1282.92	1283.42	1282.15	1282.48	14191	7095500	20
2019.01.21	10:00:00	1282.42	1282.61	1278.01	1279.05	19759	9879500	20
2019.01.21	11:00:00	1279.07	1279.15	1277.59	1278.38	15356	7678000	20
2019.01.21	12:00:00	1278.38	1279.19	1277.50	1278.91	11227	5613500	20
2019.01.21	13:00:00	1278.93	1279.36	1278.23	1278.28	8732	4366000	20
2019.01.21	14:00:00	1278.28	1278.82	1276.74	1277.67	12247	6123500	20
2019.01.21	15:00:00	1277.67	1279.07	1276.73	1278.97	14373	7186500	20
2019.01.21	16:00:00	1278.97	1280.96	1278.19	1279.77	15497	7748500	20
2019.01.21	17:00:00	1279.81	1280.38	1279.39	1280.33	11480	5740000	20
2019.01.21	18:00:00	1280.31	1280.74	1279.80	1280.39	8104	4052000	20
2019.01.21	19:00:00	1280.41	1280.51	1279.86	1280.09	4537	2268500	20
2019.01.22	00:00:00	1279.53	1285.40	1277.36	1284.73	191446	0	0
2019.01.22	01:00:00	1279.47	1280.45	1279.16	1279.63	4271	2135500	30
2019.01.22	02:00:00	1279.62	1280.24	1279.26	1279.37	7321	3660500	25
2019.01.22	03:00:00	1279.35	1279.85	1278.73	1278.83	10486	5243000	25
