<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.06.09	04:00:00	1700.31	1704.64	1693.73	1697.13	61298	30649000	46
2020.06.09	08:00:00	1697.13	1706.79	1692.06	1705.64	101585	50792500	46
2020.06.09	12:00:00	1705.64	1717.77	1704.30	1716.29	119360	59680000	46
2020.06.09	16:00:00	1716.28	1720.70	1712.69	1715.24	170881	85440500	46
2020.06.09	20:00:00	1715.24	1717.27	1711.63	1713.82	84272	42136000	46
2020.06.10	00:00:00	1712.29	1739.73	1707.00	1716.38	363088	11886000	0
2020.06.10	04:00:00	1716.38	1718.52	1714.63	1716.13	46280	23140000	46
2020.06.10	08:00:00	1716.13	1720.65	1715.58	1719.48	90044	45022000	46
2020.06.10	12:00:00	1719.48	1724.99	1715.82	1722.50	140044	70022000	46
2020.06.10	16:00:00	1722.50	1726.97	1713.13	1714.20	163117	81558500	46
2020.06.10	20:00:00	1714.20	1739.73	1707.00	1737.48	141702	70851000	46
2020.06.11	00:00:00	1737.23	1744.62	1721.45	1734.96	419146	17200000	0
2020.06.11	04:00:00	1734.96	1734.98	1729.55	1729.62	51458	25729000	46
2020.06.11	08:00:00	1729.62	1737.26	1726.67	1733.56	91660	45830000	46
2020.06.11	12:00:00	1733.56	1734.41	1721.46	1732.28	108914	54457000	46
2020.06.11	16:00:00	1732.28	1744.62	1726.04	1727.26	161165	80582500	46
2020.06.11	20:00:00	1727.36	1734.94	1722.07	1722.07	85400	42700000	46
2020.06.12	00:00:00	1725.81	1742.95	1722.03	1727.22	305895	9873500	0
2020.06.12	04:00:00	1727.24	1729.27	1723.10	1727.96	33308	16654000	46
2020.06.12	08:00:00	1728.16	1735.80	1726.14	1734.63	39940	19970000	46
2020.06.12	12:00:00	1734.63	1740.15	1730.97	1737.27	52400	26200000	46
2020.06.12	16:00:00	1737.27	1742.92	1730.50	1733.71	118125	59062500	46
2020.06.12	20:00:00	1733.73	1733.81	1728.89	1730.66	60569	30284500	27
2020.06.15	00:00:00	1733.30	1734.00	1703.97	1731.85	359095	7329500	0
2020.06.15	04:00:00	1731.94	1733.79	1726.45	1728.25	27805	13902500	46
2020.06.15	08:00:00	1728.27	1728.78	1715.06	1720.65	63770	31885000	46
2020.06.15	12:00:00	1720.65	1722.76	1704.53	1707.16	72084	36042000	46
2020.06.15	16:00:00	1707.18	1722.67	1703.97	1721.16	129777	64888500	46
2020.06.15	20:00:00	1721.09	1728.16	1719.50	1724.13	67619	33809500	46
2020.06.16	00:00:00	1722.75	1732.69	1716.38	1727.17	323064	7697500	0
2020.06.16	04:00:00	1727.19	1732.67	1725.25	1726.00	34949	17474500	46
2020.06.16	08:00:00	1726.00	1732.69	1721.56	1729.30	58608	29304000	46
2020.06.16	12:00:00	1729.33	1732.09	1719.47	1726.14	68415	34207500	46
2020.06.16	16:00:00	1726.12	1730.18	1716.38	1728.94	119630	59815000	46
2020.06.16	20:00:00	1728.94	1730.45	1723.91	1726.26	54478	27239000	46
2020.06.17	00:00:00	1722.95	1730.17	1712.28	1726.37	278906	6579000	0
2020.06.17	04:00:00	1726.38	1727.52	1722.45	1725.84	28336	14168000	46
2020.06.17	08:00:00	1725.84	1729.42	1719.12	1719.93	52848	26424000	46
2020.06.17	12:00:00	1719.93	1721.12	1712.28	1720.80	67042	33521000	46
2020.06.17	16:00:00	1720.80	1729.06	1720.80	1726.56	95028	47514000	32
2020.06.17	20:00:00	1726.56	1730.17	1725.20	1725.20	47478	23739000	32
2020.06.18	00:00:00	1725.55	1737.35	1717.30	1727.79	290832	9232000	0
2020.06.18	04:00:00	1727.82	1729.33	1723.56	1726.91	29544	14772000	32
2020.06.18	08:00:00	1726.91	1734.15	1724.46	1732.88	44533	22266500	32
2020.06.18	12:00:00	1732.88	1737.35	1717.93	1725.21	87199	43599500	32
2020.06.18	16:00:00	1725.21	1727.05	1717.30	1723.04	90831	45415500	32
2020.06.18	20:00:00	1723.04	1725.50	1720.25	1720.25	37804	18902000	32
2020.06.19	00:00:00	1720.71	1745.14	1720.55	1723.61	255416	4305000	0
2020.06.19	04:00:00	1723.63	1727.28	1722.63	1725.88	22106	11053000	32
2020.06.19	08:00:00	1725.98	1732.73	1725.77	1730.09	46841	23420500	30
2020.06.19	12:00:00	1730.09	1736.59	1727.39	1734.83	62630	31315000	24
2020.06.19	16:00:00	1734.83	1745.14	1731.77	1741.45	135377	67688500	24
2020.06.19	20:00:00	1741.44	1744.17	1739.43	1744.00	78565	39282500	24
2020.06.22	00:00:00	1752.66	1763.09	1742.70	1748.24	422214	14073500	0
2020.06.22	04:00:00	1748.24	1758.52	1746.21	1752.36	59014	29507000	24
2020.06.22	08:00:00	1752.24	1753.66	1742.71	1749.07	74069	37034500	20
2020.06.22	12:00:00	1749.07	1758.35	1744.60	1756.48	93478	46739000	20
2020.06.22	16:00:00	1756.47	1763.08	1749.45	1755.06	178782	89391000	20
2020.06.22	20:00:00	1755.06	1758.50	1751.86	1754.30	96237	48118500	20
2020.06.23	00:00:00	1753.24	1770.93	1747.28	1753.44	416726	13353000	0
2020.06.23	04:00:00	1753.44	1760.38	1747.59	1752.58	80484	40242000	20
2020.06.23	08:00:00	1752.58	1757.76	1747.28	1756.17	95212	47606000	20
2020.06.23	12:00:00	1756.17	1761.79	1754.67	1759.19	97468	48734000	20
2020.06.23	16:00:00	1759.17	1769.09	1758.09	1765.38	170990	85495000	20
2020.06.23	20:00:00	1765.38	1770.93	1764.66	1766.97	90380	44889000	0
2020.06.24	00:00:00	1768.11	1779.25	1758.76	1770.24	455093	18850000	0
2020.06.24	04:00:00	1770.24	1773.06	1766.46	1768.78	59214	29607000	20
2020.06.24	08:00:00	1768.79	1775.35	1765.31	1774.96	75078	37539000	20
2020.06.24	12:00:00	1774.96	1779.25	1763.75	1766.71	111073	55536500	20
2020.06.24	16:00:00	1766.71	1776.09	1760.52	1766.35	194384	97192000	20
2020.06.24	20:00:00	1766.35	1768.35	1758.76	1759.36	99987	49993500	20
2020.06.25	00:00:00	1763.89	1768.76	1753.46	1764.35	381052	19711000	0
2020.06.25	04:00:00	1764.30	1765.36	1758.34	1762.21	50364	25182000	20
2020.06.25	08:00:00	1762.21	1768.76	1759.43	1762.81	77226	38613000	20
2020.06.25	12:00:00	1762.81	1765.19	1755.33	1764.23	103944	51972000	20
2020.06.25	16:00:00	1764.23	1766.50	1757.13	1763.00	162699	81349500	20
2020.06.25	20:00:00	1763.00	1764.39	1760.83	1763.08	75781	37890500	20
2020.06.26	00:00:00	1763.11	1771.94	1747.35	1763.04	395678	13645500	0
2020.06.26	04:00:00	1763.04	1763.43	1759.38	1761.07	40779	20389500	20
2020.06.26	08:00:00	1761.07	1766.59	1757.88	1764.00	67871	33935500	20
2020.06.26	12:00:00	1764.00	1765.09	1759.26	1761.08	80692	40346000	20
2020.06.26	16:00:00	1761.08	1769.12	1747.36	1767.52	188886	94443000	20
2020.06.26	20:00:00	1767.52	1771.94	1765.66	1771.21	106293	53146500	20
2020.06.29	00:00:00	1775.07	1775.39	1765.59	1774.23	363136	17764000	0
2020.06.29	04:00:00	1774.23	1775.02	1767.57	1773.93	65741	32870500	20
2020.06.29	08:00:00	1773.93	1774.82	1767.14	1770.98	78825	39412500	20
2020.06.29	12:00:00	1770.98	1773.30	1765.59	1768.88	122157	61078500	20
2020.06.29	16:00:00	1768.88	1774.03	1767.43	1769.76	171496	85748000	20
2020.06.29	20:00:00	1769.76	1773.05	1768.66	1771.85	90204	45102000	20
2020.06.30	00:00:00	1769.74	1785.80	1764.48	1769.29	395021	11054000	0
2020.06.30	04:00:00	1769.29	1772.09	1768.72	1771.18	40243	20121500	23
2020.06.30	08:00:00	1771.18	1773.72	1769.12	1771.65	94120	47060000	20
2020.06.30	12:00:00	1771.65	1771.72	1764.48	1769.02	114972	57486000	20
2020.06.30	16:00:00	1769.00	1785.79	1766.08	1783.55	208789	104394500	20
2020.06.30	20:00:00	1783.55	1784.17	1779.43	1779.43	95240	47620000	20
2020.07.01	00:00:00	1779.70	1789.03	1759.10	1780.65	431895	12719000	0
2020.07.01	04:00:00	1780.65	1784.51	1780.59	1782.81	50141	25070500	20
2020.07.01	08:00:00	1782.81	1789.03	1782.61	1785.87	94070	47035000	20
2020.07.01	12:00:00	1785.86	1788.64	1775.78	1779.36	128806	64403000	20
2020.07.01	16:00:00	1779.37	1779.51	1759.14	1770.52	197897	98948500	20
2020.07.01	20:00:00	1770.52	1773.15	1766.45	1769.66	87659	43829500	20
2020.07.02	00:00:00	1769.14	1779.45	1757.39	1768.63	375124	11497500	0
2020.07.02	04:00:00	1768.63	1770.32	1765.61	1767.66	37619	18809500	20
2020.07.02	08:00:00	1767.66	1772.36	1764.20	1772.21	70237	35118500	20
2020.07.02	12:00:00	1772.21	1774.44	1760.18	1760.26	122563	61281500	20
2020.07.02	16:00:00	1760.24	1779.45	1757.39	1776.55	218527	109263500	20
2020.07.02	20:00:00	1776.55	1778.09	1772.90	1772.90	107136	53568000	20
2020.07.03	00:00:00	1774.83	1777.03	1772.53	1774.78	153842	10583000	0
2020.07.03	04:00:00	1774.78	1776.94	1772.55	1774.06	35910	17955000	20
2020.07.03	08:00:00	1774.06	1776.82	1772.53	1775.97	65233	32616500	20
2020.07.03	12:00:00	1775.97	1777.03	1773.82	1775.29	78404	39202000	20
2020.07.03	16:00:00	1775.29	1776.15	1773.05	1774.55	87718	43859000	20
2020.07.03	20:00:00	1774.55	1774.67	1774.55	1774.67	6	3000	228
2020.07.06	00:00:00	1772.13	1787.01	1769.87	1775.60	321651	9550000	0
2020.07.06	04:00:00	1775.60	1776.17	1769.87	1772.28	52374	26187000	20
2020.07.06	08:00:00	1772.28	1777.85	1772.07	1776.78	99372	49686000	20
2020.07.06	12:00:00	1776.78	1785.38	1774.13	1783.14	123690	61845000	20
2020.07.06	16:00:00	1783.12	1786.95	1779.12	1783.24	200674	100337000	20
2020.07.06	20:00:00	1783.24	1787.00	1782.80	1783.21	109647	54823500	20
2020.07.07	00:00:00	1782.11	1797.44	1773.41	1785.62	371218	11879500	0
2020.07.07	04:00:00	1785.62	1787.03	1782.51	1783.75	46013	23006500	25
2020.07.07	08:00:00	1783.75	1785.04	1774.52	1778.06	89488	44744000	20
2020.07.07	12:00:00	1778.04	1780.25	1773.42	1778.56	136197	68098500	20
2020.07.07	16:00:00	1778.58	1796.55	1778.33	1795.92	209196	104598000	20
2020.07.07	20:00:00	1795.92	1797.42	1793.82	1793.97	113249	56624500	20
2020.07.08	00:00:00	1794.20	1817.99	1791.43	1793.38	368333	11267500	0
2020.07.08	04:00:00	1793.38	1795.24	1791.47	1794.77	46333	23166500	20
2020.07.08	08:00:00	1794.74	1800.55	1792.49	1799.48	87259	43629500	20
2020.07.08	12:00:00	1799.48	1804.81	1798.48	1803.63	140187	70093500	20
2020.07.08	16:00:00	1803.63	1817.98	1803.61	1812.44	229816	114908000	20
2020.07.08	20:00:00	1812.44	1813.91	1806.56	1807.45	118905	59452500	20
2020.07.09	00:00:00	1808.14	1816.02	1795.48	1806.84	403783	12052500	0
2020.07.09	04:00:00	1806.84	1812.00	1806.21	1811.57	52606	26303000	20
2020.07.09	08:00:00	1811.57	1816.02	1809.65	1814.61	114465	57232500	20
2020.07.09	12:00:00	1814.61	1815.20	1805.01	1811.27	151742	75871000	20
2020.07.09	16:00:00	1811.27	1815.38	1795.48	1799.89	235737	117868500	20
2020.07.09	20:00:00	1799.88	1804.96	1798.29	1802.47	139890	69945000	20
2020.07.10	00:00:00	1801.46	1810.62	1794.02	1802.85	359858	12752000	0
2020.07.10	04:00:00	1802.85	1803.96	1799.21	1801.23	50124	25062000	20
2020.07.10	08:00:00	1801.23	1805.35	1795.74	1804.93	117027	58513500	20
2020.07.10	12:00:00	1804.93	1810.62	1804.61	1807.13	137550	68775000	20
2020.07.10	16:00:00	1807.13	1810.10	1794.02	1794.42	225802	112901000	20
2020.07.10	20:00:00	1794.40	1800.61	1794.15	1799.06	124381	62190500	20
2020.07.13	00:00:00	1798.08	1813.39	1797.74	1800.93	365174	15768500	0
2020.07.13	04:00:00	1800.93	1804.79	1800.02	1804.15	53771	26885500	20
2020.07.13	08:00:00	1804.15	1808.40	1803.85	1807.53	104752	52376000	20
2020.07.13	12:00:00	1807.53	1809.89	1805.99	1807.41	140685	70342500	20
2020.07.13	16:00:00	1807.41	1813.37	1801.93	1809.73	216874	108437000	20
2020.07.13	20:00:00	1809.73	1811.72	1800.38	1801.62	151291	75645500	20
2020.07.14	00:00:00	1801.62	1810.80	1790.08	1797.47	378294	16912000	0
2020.07.14	04:00:00	1797.39	1799.53	1795.84	1798.25	57635	28817500	20
2020.07.14	08:00:00	1798.25	1802.28	1796.15	1801.15	110440	55220000	20
2020.07.14	12:00:00	1801.15	1805.19	1790.08	1801.24	163964	81982000	20
2020.07.14	16:00:00	1801.24	1809.55	1795.08	1808.83	223216	111608000	20
2020.07.14	20:00:00	1808.83	1810.80	1806.73	1808.50	124194	62097000	20
2020.07.15	00:00:00	1807.83	1814.96	1802.33	1807.94	319316	12293500	0
2020.07.15	04:00:00	1807.94	1810.08	1805.77	1805.82	37898	18949000	20
2020.07.15	08:00:00	1805.82	1814.96	1805.68	1812.49	99826	49913000	20
2020.07.15	12:00:00	1812.49	1812.68	1803.43	1807.01	127814	63907000	20
2020.07.15	16:00:00	1807.01	1813.19	1802.28	1812.35	200001	100000500	20
2020.07.15	20:00:00	1812.34	1812.66	1808.47	1808.47	91775	45887500	20
2020.07.16	00:00:00	1809.66	1813.28	1794.81	1810.26	265199	10366500	0
2020.07.16	04:00:00	1810.26	1811.29	1808.08	1811.08	35016	17508000	20
2020.07.16	08:00:00	1811.08	1811.09	1804.50	1806.52	101724	50862000	20
2020.07.16	12:00:00	1806.52	1808.92	1802.88	1805.16	119944	59972000	20
2020.07.16	16:00:00	1805.16	1808.73	1800.81	1801.02	180663	90331500	20
2020.07.16	20:00:00	1801.02	1801.34	1794.81	1795.98	106184	53092000	20
2020.07.17	00:00:00	1793.68	1811.86	1793.68	1797.87	245597	11675500	0
2020.07.17	04:00:00	1797.86	1799.35	1795.76	1798.39	40821	20410500	25
2020.07.17	08:00:00	1798.39	1802.73	1798.17	1802.45	69900	34950000	20
2020.07.17	12:00:00	1802.45	1807.51	1801.12	1805.31	85850	42925000	20
2020.07.17	16:00:00	1805.31	1811.86	1805.09	1807.76	171436	85718000	20
2020.07.17	20:00:00	1807.76	1811.71	1807.31	1811.71	86025	43012500	20
2020.07.20	00:00:00	1806.49	1820.47	1805.58	1807.88	314476	13309500	0
2020.07.20	04:00:00	1807.88	1808.86	1805.59	1808.83	44395	22197500	20
2020.07.20	08:00:00	1808.83	1812.02	1807.47	1811.89	84486	42243000	20
2020.07.20	12:00:00	1811.89	1818.17	1809.52	1813.91	106052	53026000	20
2020.07.20	16:00:00	1813.90	1820.47	1811.84	1816.00	175641	87820500	20
2020.07.20	20:00:00	1816.00	1818.74	1815.20	1816.97	91728	45864000	20
2020.07.21	00:00:00	1816.91	1843.39	1815.70	1816.58	406367	10217000	0
2020.07.21	04:00:00	1816.58	1820.07	1815.71	1817.72	55247	27623500	20
2020.07.21	08:00:00	1817.72	1824.41	1817.12	1823.85	102740	51370000	20
2020.07.21	12:00:00	1823.84	1841.47	1822.31	1839.20	127961	63980500	20
2020.07.21	16:00:00	1839.20	1841.86	1833.94	1841.73	198834	99417000	20
2020.07.21	20:00:00	1841.69	1843.39	1838.80	1841.49	116126	58063000	20
2020.07.22	00:00:00	1839.55	1872.09	1839.48	1843.32	651548	27438500	0
2020.07.22	04:00:00	1843.42	1865.65	1842.62	1856.22	95459	47729500	24
2020.07.22	08:00:00	1856.22	1861.05	1846.33	1846.39	154345	77172500	20
2020.07.22	12:00:00	1846.40	1862.94	1846.21	1854.91	184376	92188000	20
2020.07.22	16:00:00	1854.91	1870.33	1847.33	1864.97	231859	115929500	20
2020.07.22	20:00:00	1864.97	1872.09	1862.81	1870.78	137149	68574500	20
2020.07.23	00:00:00	1871.40	1898.28	1863.54	1872.79	638062	26029000	0
2020.07.23	04:00:00	1872.78	1872.78	1863.55	1868.36	83497	41748500	20
2020.07.23	08:00:00	1868.36	1888.56	1867.84	1882.25	142674	71337000	20
2020.07.23	12:00:00	1882.25	1884.28	1871.71	1871.99	165697	82848500	20
2020.07.23	16:00:00	1872.00	1898.28	1869.74	1893.61	236818	118409000	20
2020.07.23	20:00:00	1893.61	1894.81	1879.01	1886.73	165039	82519500	20
2020.07.24	00:00:00	1885.24	1906.49	1881.25	1887.01	467059	18182000	0
2020.07.24	04:00:00	1887.01	1890.20	1883.40	1886.43	71323	35661500	20
2020.07.24	08:00:00	1886.43	1897.82	1882.16	1895.32	144590	72295000	20
2020.07.24	12:00:00	1895.32	1897.11	1887.18	1896.76	147194	73597000	20
2020.07.24	16:00:00	1896.76	1906.49	1894.85	1900.49	224922	112461000	20
2020.07.24	20:00:00	1900.48	1902.68	1899.43	1901.02	127021	63510500	20
2020.07.27	00:00:00	1900.52	1945.54	1899.49	1915.08	629896	35706500	0
2020.07.27	04:00:00	1915.07	1944.36	1913.28	1931.77	128783	64391500	20
2020.07.27	08:00:00	1931.77	1943.01	1930.83	1940.11	134713	67356500	20
2020.07.27	12:00:00	1940.11	1945.15	1931.18	1931.84	146594	73297000	20
2020.07.27	16:00:00	1931.80	1945.55	1931.01	1935.01	191280	95640000	20
2020.07.27	20:00:00	1935.01	1942.49	1933.35	1941.37	118632	59316000	20
2020.07.28	00:00:00	1941.52	1981.09	1906.73	1963.86	694709	41087500	0
2020.07.28	04:00:00	1963.86	1981.08	1933.17	1944.38	140168	70084000	20
2020.07.28	08:00:00	1944.38	1945.74	1906.73	1930.92	154644	77322000	20
2020.07.28	12:00:00	1930.93	1939.52	1922.58	1939.17	138232	69116000	20
2020.07.28	16:00:00	1939.17	1956.55	1931.02	1946.75	202302	101151000	20
2020.07.28	20:00:00	1946.75	1961.74	1946.59	1957.78	118462	59231000	20
2020.07.29	00:00:00	1954.91	1980.74	1941.29	1957.08	492259	22969500	0
2020.07.29	04:00:00	1957.08	1961.80	1947.62	1951.90	79952	39976000	20
2020.07.29	08:00:00	1951.90	1960.99	1949.66	1959.01	114235	57117500	20
2020.07.29	12:00:00	1959.01	1959.94	1952.60	1959.88	135881	67940500	20
2020.07.29	16:00:00	1959.88	1961.95	1941.29	1960.36	192512	96256000	20
2020.07.29	20:00:00	1960.36	1980.74	1951.08	1969.99	158143	79071500	20
2020.07.30	00:00:00	1969.84	1971.45	1939.43	1966.46	494510	15959000	0
2020.07.30	04:00:00	1966.46	1970.60	1959.07	1962.12	66306	33153000	20
2020.07.30	08:00:00	1962.12	1962.31	1947.13	1952.88	156031	78015500	20
2020.07.30	12:00:00	1952.82	1956.51	1944.93	1953.43	151822	75911000	20
2020.07.30	16:00:00	1953.45	1961.80	1939.43	1949.55	211267	105633500	20
2020.07.30	20:00:00	1949.55	1957.91	1948.92	1955.53	114390	57195000	20
2020.07.31	00:00:00	1955.96	1983.73	1954.73	1958.43	514147	18549500	0
2020.07.31	04:00:00	1958.43	1971.40	1958.14	1967.08	99660	49830000	20
2020.07.31	08:00:00	1967.08	1983.76	1966.76	1976.73	138915	69457500	20
2020.07.31	12:00:00	1976.73	1978.22	1970.32	1973.24	122674	61337000	20
2020.07.31	16:00:00	1973.28	1976.86	1959.73	1973.10	213268	106634000	20
2020.07.31	20:00:00	1973.08	1975.98	1966.64	1975.94	106696	53348000	20
2020.08.03	00:00:00	1978.16	1987.93	1960.38	1976.05	412588	25923500	0
2020.08.03	04:00:00	1976.05	1977.21	1969.51	1973.60	52676	26338000	21
2020.08.03	08:00:00	1973.60	1977.49	1970.10	1973.24	107986	53993000	20
2020.08.03	12:00:00	1973.28	1974.37	1965.60	1967.65	125226	62613000	20
2020.08.03	16:00:00	1967.63	1976.47	1960.38	1970.61	190474	95237000	20
2020.08.03	20:00:00	1970.62	1977.59	1970.28	1975.95	103926	51963000	20
2020.08.04	00:00:00	1975.26	2019.81	1966.47	1972.81	410028	11783500	0
2020.08.04	04:00:00	1972.81	1978.47	1971.30	1974.57	53381	26690500	20
2020.08.04	08:00:00	1974.57	1978.82	1971.42	1976.48	103067	51533500	20
2020.08.04	12:00:00	1976.49	1977.69	1966.65	1972.17	120666	60333000	20
2020.08.04	16:00:00	1972.17	2000.34	1971.23	1999.55	210728	105364000	20
2020.08.04	20:00:00	1999.55	2019.82	1998.44	2018.50	150496	75248000	20
2020.08.05	00:00:00	2018.06	2055.61	2009.53	2020.53	576195	32879500	0
2020.08.05	04:00:00	2020.53	2022.63	2009.53	2022.59	85801	42900500	20
2020.08.05	08:00:00	2022.62	2039.79	2021.16	2037.50	135817	67908500	20
2020.08.05	12:00:00	2037.50	2044.73	2030.26	2034.98	136795	68397500	20
2020.08.05	16:00:00	2034.98	2055.62	2028.62	2032.02	218219	109109500	20
2020.08.05	20:00:00	2032.02	2044.49	2030.32	2037.52	111885	55942500	20
2020.08.06	00:00:00	2038.56	2069.64	2034.35	2041.79	488393	16483000	0
2020.08.06	04:00:00	2041.79	2044.96	2037.17	2044.83	69309	34654500	20
2020.08.06	08:00:00	2044.80	2053.87	2040.84	2046.43	130341	65170500	20
2020.08.06	12:00:00	2046.43	2064.77	2046.31	2054.63	125989	62994500	24
2020.08.06	16:00:00	2054.64	2069.64	2049.20	2060.39	203331	101665500	24
2020.08.06	20:00:00	2060.40	2066.70	2053.43	2061.37	125799	62899500	24
2020.08.07	00:00:00	2063.42	2075.04	2015.47	2067.33	695972	29808500	0
2020.08.07	04:00:00	2067.33	2072.68	2047.10	2059.76	115605	57802500	24
2020.08.07	08:00:00	2059.76	2064.52	2053.78	2060.54	150284	75142000	24
2020.08.07	12:00:00	2060.54	2063.72	2041.83	2060.43	157380	78690000	24
2020.08.07	16:00:00	2060.47	2062.08	2022.64	2024.83	230382	115191000	24
2020.08.07	20:00:00	2024.83	2037.10	2015.47	2034.96	139699	69849500	24
2020.08.10	00:00:00	2034.12	2049.80	2018.98	2034.18	453972	23086500	0
2020.08.10	04:00:00	2034.18	2036.12	2027.01	2028.91	67231	33615500	24
2020.08.10	08:00:00	2028.91	2035.09	2028.16	2033.21	117346	58673000	24
2020.08.10	12:00:00	2033.21	2035.57	2027.76	2032.87	107689	53844500	24
2020.08.10	16:00:00	2032.87	2049.80	2027.07	2030.86	206143	103071500	24
2020.08.10	20:00:00	2030.86	2032.11	2019.28	2026.75	111186	55593000	24
2020.08.11	00:00:00	2027.49	2029.89	1901.19	2019.64	711215	20764000	0
2020.08.11	04:00:00	2019.64	2024.41	2014.54	2018.65	90575	45287500	24
2020.08.11	08:00:00	2018.65	2018.67	1983.30	1989.25	162902	81451000	24
2020.08.11	12:00:00	1989.25	1997.54	1953.46	1963.17	166599	83299500	24
2020.08.11	16:00:00	1963.17	1963.50	1937.68	1941.85	231105	115552500	24
2020.08.11	20:00:00	1941.84	1944.57	1901.19	1908.51	192130	96065000	24
2020.08.12	00:00:00	1909.78	1949.29	1862.45	1923.63	696184	34747500	0
2020.08.12	04:00:00	1923.62	1924.59	1862.45	1881.51	130841	65420500	24
2020.08.12	08:00:00	1881.51	1949.29	1872.92	1930.56	160677	80338500	20
2020.08.12	12:00:00	1930.56	1944.42	1922.10	1937.20	122762	61381000	20
2020.08.12	16:00:00	1937.22	1949.13	1927.46	1946.84	208348	104174000	20
2020.08.12	20:00:00	1946.82	1948.75	1906.53	1914.78	133369	66684500	20
2020.08.13	00:00:00	1914.86	1966.21	1912.41	1930.91	529965	19241000	0
2020.08.13	04:00:00	1930.91	1942.56	1921.52	1925.32	71170	35585000	20
2020.08.13	08:00:00	1925.32	1937.26	1924.44	1933.87	101918	50959000	20
2020.08.13	12:00:00	1933.86	1939.59	1920.35	1931.82	125987	62993500	20
2020.08.13	16:00:00	1931.83	1955.22	1926.59	1953.79	192916	96458000	20
2020.08.13	20:00:00	1953.73	1966.21	1937.71	1952.23	140774	70387000	20
2020.08.14	00:00:00	1953.41	1962.12	1932.21	1956.48	436741	16511000	0
2020.08.14	04:00:00	1956.48	1959.38	1945.04	1952.99	64898	32449000	20
2020.08.14	08:00:00	1953.02	1956.92	1938.88	1948.67	116031	58015500	20
2020.08.14	12:00:00	1948.67	1952.33	1940.97	1945.71	106617	53308500	20
2020.08.14	16:00:00	1945.70	1956.52	1933.22	1934.02	189104	94552000	20
2020.08.14	20:00:00	1933.83	1947.05	1932.23	1944.46	94030	47015000	20
2020.08.17	00:00:00	1946.48	1990.66	1929.16	1937.75	477823	20321500	0
2020.08.17	04:00:00	1937.75	1945.32	1932.70	1943.14	64392	32196000	20
2020.08.17	08:00:00	1943.14	1956.97	1942.20	1950.82	116097	58048500	20
2020.08.17	12:00:00	1950.82	1962.35	1947.71	1957.97	106798	53399000	20
2020.08.17	16:00:00	1957.97	1989.00	1957.09	1987.45	203410	101705000	20
2020.08.17	20:00:00	1987.45	1990.67	1979.50	1979.93	109498	54749000	20
2020.08.18	00:00:00	1983.31	2015.63	1976.01	1984.75	538532	18261500	0
2020.08.18	04:00:00	1984.75	1995.89	1983.33	1991.03	95682	47841000	20
2020.08.18	08:00:00	1991.03	2010.02	1990.48	2006.62	131561	65780500	20
2020.08.18	12:00:00	2006.62	2014.72	2001.10	2013.14	121215	60607500	20
2020.08.18	16:00:00	2013.16	2015.63	1976.01	2006.75	219784	109892000	20
2020.08.18	20:00:00	2006.70	2007.73	1999.42	2000.97	112923	56461500	20
2020.08.19	00:00:00	2001.27	2006.43	1924.54	2000.36	589685	19437500	0
2020.08.19	04:00:00	2000.36	2004.70	1989.72	1993.77	99232	49616000	20
2020.08.19	08:00:00	1993.77	1998.11	1980.36	1995.25	124451	62225500	20
2020.08.19	12:00:00	1995.25	1996.87	1981.23	1991.85	120616	60308000	20
2020.08.19	16:00:00	1991.85	1995.29	1953.85	1963.70	223798	111899000	20
2020.08.19	20:00:00	1963.69	1974.37	1924.54	1927.15	170819	85409500	20
2020.08.20	00:00:00	1927.71	1955.25	1924.48	1942.69	599533	29819500	0
2020.08.20	04:00:00	1942.69	1955.25	1933.38	1947.63	108996	54498000	20
2020.08.20	08:00:00	1947.63	1950.74	1927.12	1934.95	128704	64352000	20
2020.08.20	12:00:00	1934.95	1947.52	1924.58	1934.05	136277	68138500	20
2020.08.20	16:00:00	1934.11	1951.62	1926.11	1943.92	204885	102442500	20
2020.08.20	20:00:00	1943.92	1955.11	1937.32	1945.54	115097	57548500	20
2020.08.21	00:00:00	1946.39	1955.83	1911.34	1950.77	524800	17991500	0
2020.08.21	04:00:00	1950.77	1951.89	1940.58	1947.77	77267	38633500	20
2020.08.21	08:00:00	1947.77	1949.92	1928.08	1934.53	130230	65115000	20
2020.08.21	12:00:00	1934.53	1941.00	1911.34	1938.49	161856	80928000	20
2020.08.21	16:00:00	1938.43	1945.70	1921.58	1936.80	202947	101473500	20
2020.08.21	20:00:00	1936.80	1941.96	1935.51	1940.29	108798	54399000	20
2020.08.24	00:00:00	1939.13	1961.81	1923.69	1934.63	437605	19652500	0
2020.08.24	04:00:00	1934.63	1936.76	1930.23	1933.20	63192	31596000	20
2020.08.24	08:00:00	1933.20	1950.50	1931.03	1946.35	101069	50534500	20
2020.08.24	12:00:00	1946.35	1961.81	1944.05	1949.07	100377	50188500	20
2020.08.24	16:00:00	1949.07	1952.18	1927.23	1931.37	186300	93150000	20
2020.08.24	20:00:00	1931.41	1933.90	1923.69	1927.48	91119	45559500	20
2020.08.25	00:00:00	1928.29	1937.43	1914.21	1930.11	433486	17327500	0
2020.08.25	04:00:00	1930.11	1937.43	1928.79	1933.15	58823	29411500	20
